miniLM-semantico,miniLM-recursivo,mpnet-semantico,mpnet-recursivo,distiluse-semantico,distiluse-recursivo,Referencia,miniLM-semantico_f1,miniLM-recursivo_f1,mpnet-semantico_f1,mpnet-recursivo_f1,distiluse-semantico_f1,distiluse-recursivo_f1,miniLM-semantico_bleu,miniLM-recursivo_bleu,mpnet-semantico_bleu,mpnet-recursivo_bleu,distiluse-semantico_bleu,distiluse-recursivo_bleu,miniLM-semantico_rougeL,miniLM-recursivo_rougeL,mpnet-semantico_rougeL,mpnet-recursivo_rougeL,distiluse-semantico_rougeL,distiluse-recursivo_rougeL,miniLM-semantico_bertscore,miniLM-recursivo_bertscore,mpnet-semantico_bertscore,mpnet-recursivo_bertscore,distiluse-semantico_bertscore,distiluse-recursivo_bertscore
"Para cambiar tu contraseña, sigue estos pasos:

1.  Navega a la sección ""mi cuenta"".
2.  Encontrarás los campos para cambiar tu contraseña.
3.  Deberás introducir tu contraseña actual y luego la nueva contraseña.","Para cambiar tu contraseña, sigue estos pasos:
1.  Navega a la sección ""Mi Cuenta"".
2.  En la sección ""Mi Cuenta"", encontrarás los campos para cambiar su contraseña.
3.  Deberás introducir tu contraseña actual y luego la nueva contraseña.","Para cambiar tu contraseña, sigue estos pasos:

1.  Navega a la sección ""Mi cuenta"".
2.  Encontrarás los campos para cambiar tu contraseña.
3.  Deberás introducir tu contraseña actual y luego la nueva contraseña.","Para cambiar tu contraseña, sigue estos pasos:

1.  Dentro de la aplicación, podrás ingresar al menú de usuario dando clic en las opciones que encuentras a la izquierda en la versión para computadora o en la parte superior izquierda para nuestra app.
2.  En la sección ""Mi Cuenta"", encontrarás los campos para cambiar tu contraseña.
3.  Deberás introducir tu contraseña actual y luego la nueva contraseña.","Para cambiar tu contraseña:
1. Navega a la sección ""Mi cuenta"".
2. Encontrarás los campos para cambiar tu contraseña.
3. Deberás introducir tu contraseña actual y luego la nueva contraseña.","Para cambiar tu contraseña, sigue estos pasos:

1.  Ve a la sección ""Mi Cuenta"".
2.  Encontrarás los campos para cambiar tu contraseña.
3.  Deberás introducir tu contraseña actual y luego la nueva contraseña.",Ve a la sección 'Mi Cuenta'. Ahí encontrarás los campos para cambiar tu contraseña. Ingresa tu contraseña actual y luego la nueva contraseña para guardarla.,0.6250000000000001,0.588235294117647,0.6250000000000001,0.42857142857142855,0.6666666666666666,0.6666666666666666,0.3675342229574865,0.3050709783009333,0.3675342229574865,0.19597669947582846,0.4052593447991676,0.39958216534049085,0.7142857142857143,0.6315789473684211,0.7142857142857143,0.4716981132075471,0.746268656716418,0.7428571428571429,0.8222126960754395,0.8324180841445923,0.8279664516448975,0.7812899351119995,0.8342766761779785,0.8407466411590576
"Para actualizar tu teléfono:

1.  Navega a la sección ""mi cuenta"".
2.  Aquí verás tu información personal, incluyendo nombre, teléfono y correo electrónico.
3.  Puedes editar tu teléfono y correo electrónico en esta sección.","Para actualizar tu teléfono, sigue estos pasos:

1.  Navega a la sección ""Mi Cuenta"".
2.  Aquí verás tu información personal, incluyendo nombre, teléfono y correo electrónico.
3.  Puedes editar tu teléfono y correo electrónico en esta sección.","Para actualizar tu teléfono:

1.  Navega a la sección ""mi cuenta"".
2.  Aquí verás tu información personal, incluyendo nombre, teléfono y correo electrónico.
3.  Puedes editar tu teléfono y correo electrónico en esta sección.","Puedes editar tu teléfono en la sección ""Mi Cuenta"".

Para llegar a esta sección, sigue estos pasos:
1.  Dirígete al menú principal.
2.  Busca y selecciona la sección ""Mi Cuenta"".
3.  Dentro de ""Mi Cuenta"", busca la sección donde puedes editar tu teléfono y correo electrónico.","Para actualizar tu teléfono:

1.  Navega a la sección ""mi cuenta"".
2.  Aquí verás tu información personal, incluyendo nombre, teléfono y correo electrónico.
3.  Puedes editar tu teléfono en esta sección.","Para actualizar tu teléfono, sigue estos pasos:

1.  Ve a la sección ""Mi Cuenta"" desde el menú principal.
2.  Dentro de ""Mi Cuenta"", busca la opción para editar tu información personal.
3.  En esta sección, podrás actualizar tu número de teléfono.",Ingresa a la sección 'Mi Cuenta'. Dentro de tu perfil puedes editar tu número de teléfono y correo electrónico.,0.4347826086956522,0.40816326530612246,0.4347826086956522,0.48000000000000004,0.4444444444444445,0.3137254901960785,0.14634960974388966,0.13423121104280483,0.14634960974388966,0.11870953892594953,0.16087418015789837,0.0945979545043476,0.48484848484848486,0.46376811594202894,0.48484848484848486,0.4415584415584415,0.45161290322580644,0.4166666666666667,0.7918983101844788,0.7927618622779846,0.7918983101844788,0.7812337875366211,0.7876178622245789,0.7631068825721741
"Para subir tu constancia de situación fiscal, sigue estos pasos:

1.  Ve a la sección ""Mi cuenta"".
2.  Encontrarás la subsección ""Suscripción de facturación"".
3.  En esta sección, podrás subir tu constancia de situación fiscal.

Estos datos son informativos y serán visibles para el administrador, quien podrá generar facturas con ellos.","Para subir tu constancia de situación fiscal, sigue estos pasos:

1.  En la sección ""Mi Cuenta"", encontrarás la subsección ""Suscripción de Facturación"".
2.  Aquí puedes subir tu constancia de situación fiscal.

Estos datos son informativos y serán visibles para el administrador, quien podrá generar facturas con ellos.","Para subir tu constancia de situación fiscal, sigue estos pasos:

1.  Ve a la sección ""Mi cuenta"".
2.  Encontrarás la subsección ""Suscripción de facturación"".
3.  Aquí puedes subir tu constancia de situación fiscal.

Estos datos son informativos y serán visibles para el administrador, quien podrá generar facturas con ellos. El administrador puede encontrar estos datos en la sección ""Configuración / Usuarios"".","Para subir tu constancia de situación fiscal, sigue estos pasos:

1.  Ve a la sección ""Mi Cuenta"".
2.  Selecciona la subsección ""Suscripción de Facturación"".
3.  Aquí podrás subir tu constancia de situación fiscal.

Estos datos serán visibles para el administrador, quien podrá generar facturas con ellos.","Para subir tu constancia de situación fiscal, sigue estos pasos:

1.  Ve a la sección ""Mi cuenta"".
2.  Encontrarás la subsección ""Suscripción de facturación"".
3.  En esta sección puedes subir tu constancia de situación fiscal.

Estos datos son informativos y serán visibles para el administrador, quien podrá generar facturas con ellos. El administrador puede encontrar estos datos en la sección ""Configuración / Usuarios"".",No tengo información relacionada a tu pregunta.,"En 'Mi Cuenta' > 'Suscripción de Facturación', puedes subir tu constancia de situación fiscal en PDF o imagen.",0.20689655172413796,0.25925925925925924,0.22222222222222218,0.18867924528301885,0.22222222222222218,0.08695652173913043,0.0901022660381201,0.12037222629817351,0.09239576705257849,0.09627874304999733,0.09209907810664589,0.033551188502715136,0.345679012345679,0.4266666666666667,0.3555555555555555,0.37837837837837834,0.3440860215053763,0.14285714285714288,0.7518327832221985,0.7888491153717041,0.751052975654602,0.7634603381156921,0.7500677108764648,0.6832799911499023
"Para ver tu saldo o tus adeudos, sigue estos pasos:

1.  Navega a la sección ""Mi cuenta"".
2.  Dentro de ""Mi cuenta"", ve a la subsección ""Pagos"".
3.  Aquí podrás ver tu estado de cuenta, dividido en ""Saldo actual"" y ""Saldo a favor"". Ten en cuenta que puedes tener tanto adeudo como saldo a favor simultáneamente.","Para ver tu saldo o tus adeudos, sigue estos pasos:
1. Navega a la sección ""Mi Cuenta"" / ""Pagos"".
2. Aquí podrás ver tu estado de cuenta, dividido en ""Saldo Actual"" y ""Saldo a Favor"".

Ten en cuenta que puedes tener tanto adeudo como saldo a favor simultáneamente.","Para consultar tu estado de cuenta, ver tu saldo a favor o pendiente, sigue estos pasos:

1.  Dirígete a la sección ""Mi cuenta"".

En esta sección también podrás:

*   Activar notificaciones por correo o app.
*   Modificar tus datos personales.
*   Cambiar tu contraseña.
*   Cargar tus datos fiscales y constancia de situación fiscal para facturación.","Para consultar tu estado de cuenta, saldo a favor o pendiente, sigue estos pasos:

1.  Dirígete a la sección ""Mi Cuenta"".
2.  Dentro de esta sección, podrás:
    *   Consultar tu estado de cuenta.
    *   Ver tu saldo a favor o pendiente.

También puedes ver la lista de morosos en la sección ""Finanzas"", en la subsección ""General"", si el administrador lo habilita.","Para ver tu estado de cuenta y tu cuota condominal, sigue estos pasos:

1.  Desde el menú principal, ve a la sección ""Home"".
2.  En la sección ""Home"" verás información de interés general, incluyendo tu estado de cuenta de la cuota condominal.","Para revisar tu estado de cuenta y ver tus adeudos, sigue estos pasos:

1.  Dirígete a la sección ""Mi cuenta"" en el menú principal.
2.  Dentro de ""Mi cuenta"", busca la opción ""estado de cuenta"". Ahí podrás ver tu saldo y adeudos.

También puedes encontrar información sobre los condóminos que tienen adeudos en la sección ""Finanzas"".","Entra a 'Mi Cuenta' y selecciona 'Pagos'. Aquí puedes ver tu estado de cuenta, saldo actual, saldo a favor y todos tus movimientos.",0.36923076923076925,0.39344262295081966,0.3125,0.29032258064516125,0.23529411764705882,0.2727272727272727,0.11208466750961148,0.13106743266401344,0.09018037817565662,0.1000524550799218,0.0839953058488385,0.05413639981770312,0.3614457831325301,0.410958904109589,0.1927710843373494,0.2247191011235955,0.19999999999999998,0.1839080459770115,0.7537965774536133,0.7546178698539734,0.7021521329879761,0.7155839204788208,0.6885566711425781,0.7256203889846802
"Para informar que ya pagaste, sigue estos pasos:

1.  Ve a la sección ""Mi cuenta"" y luego a la subsección ""Pagos"".
2.  Accede a la sección ""Reportes"". Puedes hacerlo de dos maneras:

    *   Haz clic en el icono de ""tabla"" que se encuentra en la parte superior derecha de la sección ""Pagos"" o
    *   Ve directamente a la sección ""Reportes"" desde el menú principal.
3.  En la sección ""Reportes"", localiza el adeudo pendiente que deseas informar como pagado.
4.  Haz clic en el botón ""Pagar"" junto al adeudo.
5.  Adjunta el comprobante de pago. La plataforma te permitirá cargar una foto o un archivo (PDF, etc.) del recibo o comprobante de la transferencia bancaria.
6.  Haz clic en ""Enviar"".
7.  Espera la confirmación. Tu adeudo cambiará al estado ""Revisión"" mientras el administrador verifica el comprobante. Una vez que el administrador lo apruebe, el estado cambiará a ""Pagado"". Si hay algún problema, el estado del adeudo volverá a su estado anterior.","Para informar o registrar un pago (si eres un usuario no administrador), sigue estos pasos:

1.  Ve a la sección ""Mi Cuenta"" y luego a la subsección ""Pagos"".
2.  Accede a la sección ""Reportes"". Puedes hacerlo de dos maneras:
    *   Haz clic en el ícono de ""tabla"" que se encuentra en la parte superior derecha de la sección ""Pagos"" ó
    *   Ve directamente a la sección ""Reportes"" desde el menú principal.
3.  En la sección ""Reportes"", localiza el adeudo pendiente que deseas informar como pagado.
4.  Haz clic en el botón ""Pagar"" junto al adeudo.
5.  Adjunta el comprobante de pago. La plataforma te permitirá cargar una foto o un archivo (PDF, etc.) del recibo o comprobante de la transferencia.","Para informar que ya pagaste un adeudo en MiCoto, sigue estos pasos:

1.  Haz clic en el botón ""Pagar"" junto al adeudo correspondiente.
2.  Adjunta el comprobante de pago. La plataforma te permitirá cargar una foto o un archivo (PDF, etc.) del recibo o comprobante de la transferencia bancaria.
3.  Haz clic en ""Enviar"".
4.  Espera la confirmación. Tu adeudo cambiará al estado ""Revisión"" mientras el administrador verifica el comprobante. Una vez que el administrador lo apruebe, el estado cambiará a ""Pagado"". Si hay algún problema, el estado del adeudo volverá a su estado anterior.","Para informar que ya pagaste, sigue estos pasos:

1.  Ve a la sección ""Mi Cuenta"" y luego a la subsección ""Pagos"".
2.  Accede a la sección ""Reportes"". Puedes hacerlo de dos maneras:
    *   Haz clic en el ícono de ""tabla"" que se encuentra en la parte superior derecha de la sección ""Pagos"" ó
    *   Ve directamente a la sección ""Reportes"" desde el menú principal.
3.  En la sección ""Reportes"", localiza el adeudo pendiente que deseas informar como pagado.
4.  Haz clic en el botón ""Pagar"" junto al adeudo.
5.  Adjunta el comprobante de pago. La plataforma te permitirá cargar una foto o un archivo (PDF, etc.) del recibo o comprobante de la transferencia bancaria.
6.  Haz clic en ""Enviar"".
7.  Espera la confirmación. Tu adeudo cambiará al estado ""Revisión"" mientras el administrador verifica el comprobante. Una vez que el administrador lo apruebe, el estado cambiará a ""PAGADO"". Si hay algún problema, el estado del adeudo volverá a su estado anterior.","Para informar que ya pagaste un adeudo en MiCoto, sigue estos pasos:

1.  Haz clic en el botón ""Pagar"" junto al adeudo correspondiente.
2.  Adjunta el comprobante de pago. La plataforma te permitirá cargar una foto o un archivo (PDF, etc.) del recibo o comprobante de la transferencia bancaria.
3.  Haz clic en ""Enviar"".
4.  Espera la confirmación. Tu adeudo cambiará al estado ""Revisión"" mientras el administrador verifica el comprobante. Una vez que el administrador lo apruebe, el estado cambiará a ""Pagado"". Si hay algún problema, el estado del adeudo volverá a su estado anterior.",No tengo información relacionada a tu pregunta.,"Ve a 'Mi Cuenta' > 'Pagos', busca tu adeudo y haz clic en 'Pagar'. Adjunta el comprobante de transferencia bancaria y envía. Tu recibo quedará pendiente de aprobación por el administrador.",0.23255813953488372,0.23636363636363636,0.2580645161290322,0.23076923076923078,0.2580645161290322,0.11764705882352941,0.03076324021649499,0.03973376957798845,0.047152166122052495,0.03076324021649499,0.047152166122052495,0.006229002612041319,0.19999999999999998,0.20512820512820512,0.22900763358778628,0.20100502512562815,0.22900763358778628,0.1,0.7421181797981262,0.7396798133850098,0.7417490482330322,0.7417768239974976,0.7417490482330322,0.6480645537376404
"Para agregar tus datos fiscales:

1.  En la sección ""Mi Cuenta"", encontrarás la subsección ""Suscripción de Facturación"".
2.  Aquí puedes introducir tus datos de facturación.
3.  También puedes subir tu constancia de situación fiscal en esta sección.
4.  Estos datos son informativos y serán visibles para el administrador, quien podrá generar facturas con ellos.","Para agregar tus datos fiscales, sigue estos pasos:

1.  En la sección ""Mi Cuenta"", encontrarás la subsección ""Suscripción de Facturación"".
2.  Aquí puedes introducir tus datos de facturación y subir tu constancia de situación fiscal.

Estos datos serán visibles para el administrador, quien podrá generar facturas con ellos. El administrador puede encontrar estos datos en la sección ""Configuración / Usuarios"".","Para agregar tus datos fiscales, sigue estos pasos:

1.  Ve a la sección ""mi cuenta"".
2.  Encontrarás la subsección ""suscripción de facturación"".
3.  Aquí puedes introducir tus datos de facturación y subir tu constancia de situación fiscal.

Estos datos serán visibles para el administrador, quien podrá generar facturas con ellos. El administrador puede encontrar estos datos en la sección ""configuración / usuarios"".","Para agregar tus datos fiscales, sigue estos pasos:

1.  En la sección ""Mi Cuenta"", encontrarás la subsección ""Suscripción de Facturación"".
2.  Aquí puedes introducir tus datos de facturación.
3.  También puedes subir tu constancia de situación fiscal en esta sección.
4.  Estos datos son informativos y serán visibles para el administrador, quien podrá generar facturas con ellos. El administrador puede encontrar estos datos en la sección ""Configuración / Usuarios"".","Para agregar tus datos fiscales y subir tu constancia de situación fiscal, sigue estos pasos:

1.  Ve a la sección ""Mi cuenta"".
2.  Encontrarás la subsección ""Suscripción de facturación"".
3.  Aquí puedes introducir tus datos de facturación y subir tu constancia de situación fiscal.

Estos datos son informativos y serán visibles para el administrador, quien podrá generar facturas con ellos.","Para agregar tus datos fiscales, sigue estos pasos:

1.  Ve a la sección ""Mi Cuenta"".
2.  En ""Mi Cuenta"", encontrarás la subsección ""Suscripción de Facturación"".
3.  Aquí puedes introducir tus datos de facturación y subir tu constancia de situación fiscal.

Estos datos serán visibles para el administrador, quien podrá generar facturas con ellos. El administrador puede encontrar estos datos en la sección ""Configuración / Usuarios"".",Ve a 'Mi Cuenta' > 'Suscripción de Facturación' e ingresa tus datos fiscales y constancia de situación fiscal.,0.19354838709677416,0.2222222222222222,0.27272727272727276,0.17142857142857143,0.3225806451612903,0.26865671641791045,0.05137837018384597,0.06643656715703905,0.07112290861980952,0.04008450570411422,0.1017414344178053,0.06780142412091791,0.3333333333333333,0.33707865168539325,0.3736263736263736,0.27999999999999997,0.38202247191011235,0.3617021276595745,0.7662681341171265,0.7649007439613342,0.7536028623580933,0.745134174823761,0.7628223896026611,0.7692610621452332
"Para apartar la terraza para tu evento, sigue estos pasos:

1.  Asegúrate de estar al corriente con tus pagos y no tener adeudos.
2.  Si el apartado tiene un costo, se generará automáticamente un adeudo.
3.  Ingresa la información del evento: número de personas, especificaciones especiales, horario y notas para el administrador.

Una vez generado el evento, se enviará una solicitud al administrador para su aprobación o rechazo. Puedes ver los detalles de los eventos organizados por tu condominio en la sección de áreas comunes.","Para apartar la terraza para tu evento, sigue estos pasos:

1.  Asegúrate de estar al corriente con tus pagos y no tener adeudos.
2.  Dirígete a la sección de ""Áreas comunes"".
3.  Selecciona la fecha deseada para tu evento.
4.  Ingresa información relacionada con tu evento, como el número de personas, especificaciones especiales, horario y notas para el administrador.

Una vez generado el evento, se creará automáticamente una notificación al administrador, quien podrá aceptar o rechazar tu petición.",No tengo información relacionada a tu pregunta.,"Para apartar el salón de eventos, sigue estos pasos:

1.  Debes estar al corriente con tus pagos y no presentar adeudos de ningún tipo.
2.  Navega a la sección ""Áreas Comunes"".
3.  Consulta la disponibilidad del salón de eventos en el calendario.
4.  Si está disponible en la fecha deseada, haz la reservación.
5.  Ingresa información relacionada con tu evento, como número de personas, especificaciones especiales, horario y notas para el administrador.
6.  La reserva se enviará como una solicitud al administrador, quien deberá aprobarla o rechazarla en la sección de ""Configuración General"".","Para apartar la terraza para tu evento, sigue estos pasos:

1.  Asegúrate de estar al corriente con tus pagos y no presentar adeudos.
2.  Una vez que tengas la fecha de tu evento, ingresa información relacionada como: número de personas, especificaciones especiales, horario y notas para el administrador.

Al generar el evento, se creará automáticamente una acción para el administrador, quien podrá aceptar o rechazar tu petición.","Para apartar la terraza para tu evento, sigue estos pasos:

1.  Desde el menú principal, ve a ""Áreas comunes"".
2.  Asegúrate de estar al corriente con tus pagos y no tener adeudos.
3.  Selecciona la fecha de tu evento.
4.  Ingresa información relacionada como: número de personas, especificaciones especiales, horario y notas para el administrador.

Una vez generado el evento, se creará automáticamente una acción al administrador, quien podrá aceptar o rechazar la petición.","Ingresa a 'Áreas Comunes'. Selecciona la fecha, llena los datos del evento y genera la solicitud. El administrador la aprobará o rechazará.",0.1839080459770115,0.175,0.07407407407407408,0.15053763440860213,0.1388888888888889,0.1728395061728395,0.020559465505011032,0.02589146442897593,0.01894696416238162,0.01823155523561388,0.021348298833838035,0.027305510261351355,0.1415929203539823,0.22222222222222218,0.06666666666666667,0.17741935483870966,0.16842105263157894,0.2352941176470588,0.7039852738380432,0.7288172245025635,0.6561646461486816,0.7318433523178101,0.7117264866828918,0.7301644682884216
"Para cancelar una reservación, sigue estos pasos:

1.  Ve a ""areas comunes"".
2.  Abre el calendario y selecciona la fecha ya confirmada.
3.  En la ventana de detalle haz clic en ""cancelar reserva"" y confirma la acción.

Nota: Actualmente no se aplica penalización automática; si hubiera penalizaciones, se deben reflejar manualmente conforme al reglamento interno del área.","Para cancelar una reservación, sigue estos pasos:

1.  Ve a ""Áreas Comunes"".
2.  Abre el calendario y selecciona la fecha ya confirmada.
3.  En la ventana de detalle haz clic en ""Cancelar reserva"" y confirma la acción.

Nota: Actualmente no se aplica penalización automática; si hubiera penalizaciones, se deben reflejar manualmente conforme al reglamento interno del área.","Para cancelar una reservación:

1.  Abre el calendario.
2.  Selecciona la fecha ya confirmada.
3.  En la ventana de detalle haz clic en ""cancelar reserva"" y confirma la acción.

Nota: Actualmente no se aplica penalización automática; si hubiera penalizaciones, se deben reflejar manualmente conforme al reglamento interno del área.","1.  Navegue a la ventana de detalle de la reservación.
2.  Haz clic en ""Cancelar reserva"" y confirma la acción.

Nota: Actualmente no se aplica penalización automática; si hubiera penalizaciones, se deben reflejar manualmente conforme al reglamento interno del área.","Para cancelar una reservación, sigue estos pasos:

1.  Ve a áreas comunes.
2.  Abre el calendario y selecciona la fecha ya confirmada.
3.  En la ventana de detalle haz clic en ""cancelar reserva"" y confirma la acción.

**Nota:** Actualmente no se aplica penalización automática; si hubiera penalizaciones, se deben reflejar manualmente conforme al reglamento interno del área.",No tengo información relacionada a tu pregunta.,"Solo el administrador puede cancelar una reservación: abre 'Áreas Comunes', selecciona la fecha reservada, da clic en 'Cancelar reserva' y confirma.",0.273972602739726,0.273972602739726,0.3333333333333333,0.14035087719298245,0.273972602739726,0.0,0.05476278424634311,0.05476278424634311,0.06384513557361335,0.042857856875100665,0.05476278424634311,0.0,0.3373493975903614,0.3614457831325301,0.3733333333333333,0.24242424242424246,0.3614457831325301,0.06666666666666667,0.7611616253852844,0.7781298160552979,0.7410109639167786,0.7307447791099548,0.7511840462684631,0.6449008584022522
"Para dar seguimiento a tu solicitud, puedes hacer lo siguiente:

1.  Navega a la sección ""Mensajes"".
2.  Los residentes pueden usar el número de ticket para dar seguimiento a su solicitud con el administrador.","Para dar seguimiento a tu solicitud, puedes usar el número de ticket que se te asignó al enviar el mensaje. Los administradores pueden buscar fácilmente los mensajes utilizando este número.","Para dar seguimiento a tu mensaje:

1.  Ve a la sección ""Mensajes"".
2.  Los residentes pueden usar el número de ticket para dar seguimiento a su solicitud con el administrador.","Para dar seguimiento a tu mensaje, puedes hacer lo siguiente:

1.  **Seguimiento de Mensajes:** Puedes usar el número de ticket que se generó cuando enviaste el mensaje.
2.  Los administradores pueden buscar fácilmente los mensajes utilizando este número.
3.  Los mensajes están organizados en categorías como ""No Leídos"", ""Leídos"" o ""Todos"". Puedes revisar estas secciones para ver si tu mensaje ha sido leído o si ha recibido alguna respuesta.","Para enviar mensajes (tickets) a los administradores y dar seguimiento, sigue estos pasos:

1.  Navega a la sección ""Mensajes"".
2.  Los residentes pueden enviar mensajes tipo ""ticket"" a los administradores para seguimiento.
3.  Cada mensaje tendrá un número de seguimiento.

No tengo información sobre el tiempo de respuesta de los administradores.","Para dar seguimiento a tus dudas y registrar la comunicación con el administrador, puedes consultar la sección de ""Mensajes"". Allí puedes enviar mensajes tipo ""ticket"" a los administradores para seguimiento. Cada mensaje tendrá un número de seguimiento.

Para enviar mensajes sigue estos pasos:
1. Navega a la sección ""Mensajes"".
2. Envía un mensaje tipo ""ticket"" a los administradores.
3. Cada mensaje tendrá un número de seguimiento.","Revisa la sección 'Mensajes', filtra por 'No Leídos' o envía uno nuevo al administrador con referencia del mensaje anterior.",0.1276595744680851,0.0425531914893617,0.13953488372093023,0.05263157894736842,0.10344827586206896,0.1694915254237288,0.04708497829158307,0.03420191043259612,0.053528882627103876,0.017425571271176506,0.031150226112715788,0.02577669283314708,0.20689655172413793,0.14545454545454545,0.2222222222222222,0.14141414141414144,0.1842105263157895,0.1702127659574468,0.7074002027511597,0.6775454878807068,0.7236807346343994,0.6807517409324646,0.7030764222145081,0.6900297999382019
No tengo información relacionada a tu pregunta.,No tengo información relacionada a tu pregunta.,"Para ver lo que escribió el administrador, puedes acceder a las siguientes secciones:

*   **Mensajes:** En el apartado de mensajes puedes enviar y recibir mensajes con el administrador de tu condominio.
*   **Administración:** En la sección de administración se publican documentos de interés general como actas de asamblea, minutas de reuniones vecinales y reglamentos internos.

    1.  Navega a la sección ""Administración"".
    2.  Aquí podrás ver las actas de asamblea de tu condominio, minutas de reuniones vecinales y reglamentos internos.",En este apartado puedes enviar y recibir mensajes con el administrador de tu condominio. El administrador tendrá la facultad de enviar mensajes privados y comunicaciones públicas a los integrantes de su condominio.,"Para ver lo que escribió el administrador, puedes revisar las siguientes secciones:

1.  **Mensajes:**
    *   En el apartado de mensajes puedes enviar y recibir mensajes con el administrador de tu condominio.
2.  **Administración:**
    *   En la sección de administración se publican documentos de interés general, como actas de asamblea, minutas de reuniones vecinales y reglamentos internos.
3.  **Morosos:**
    *   En la subsección ""General"", se encuentra la sección de morosos.
4.  **Recibos pendientes:**
    *   Navega a la sección ""Finanzas"" y luego a la subsección ""Ingresos"".","Puedes ver lo que escribe el administrador en dos secciones:

1.  **Mensajes:** En este apartado puedes enviar y recibir mensajes con el administrador de tu condominio. El administrador tendrá la facultad de enviar mensajes privados y comunicaciones públicas a los integrantes de su condominio.
2.  **Administración:** Aquí se publican documentos de interés general, como actas de asamblea, minutas de reuniones vecinales y reglamentos internos. Los reglamentos de uso estarán disponibles en la sección de administración.","Ve a 'Mensajes'. Aquí puedes ver mensajes privados y comunicaciones públicas del administrador, así como el historial.",0.08333333333333333,0.08333333333333333,0.2647058823529412,0.39024390243902435,0.21333333333333335,0.3142857142857143,0.0387034765938594,0.0387034765938594,0.022136081736494992,0.1498354522579582,0.02020272105877781,0.0682679257124719,0.07692307692307691,0.07692307692307691,0.11764705882352941,0.27450980392156865,0.09433962264150944,0.1818181818181818,0.677851140499115,0.677851140499115,0.7008968591690063,0.7558907270431519,0.6791124939918518,0.7361195087432861
